"employee_id","department","job_level","employment_type","city","hire_date","last_review_date","salary","bonus_pct","performance_score","overtime_hours","training_hours","satisfaction_score","manager","attrition","employment_status"
"EMP00314","Customer Success","Senior Analyst","Intern","Bukhara","04/11/2018","2021-10-16","105,988.32","0.07","2.88","6","11","3.04","Aziz Khan","yes","active"
"EMP00315","Sales","Senior Analyst","Part-time","Andijan","17/11/2016","2017-09-23"," 66,586.85 ","0.01","3.81","24","57","1.29","Rustam Mamatov","Yes","On Leave"
"EMP00316","IT","Manager","Part-time","Samarkand","01/04/2025","2026-04-01","61,812.11","0.03","4.03","9","12","3.34","Farida Karim","yes","Active"
"EMP00317","IT","Senior Analyst","Intern","Tashkent","20/03/2024","2024-10-20","52,120.48","0.12","3.43","7","34","4.38","Aziz Khan","no","Active"
"EMP00318","IT","L1","Intern","Samarkand","18/07/2023","2025-05-01","63,392.38","0.09","2.61","5","69","4.84","Farida Karim","yes","Resigned"
"EMP00319","IT","L4","Contract","Andijan","08/02/2024","2025-06-20","48,642.88","0.05","2.35","39","69","3.3","Nodira Usmanova","no","active"
"EMP00320","Finance","L3","Contract","Samarkand","23/07/2020","2021-08-12","114,171.93","0.19","4.18","3","52","3.37","Rustam Mamatov","no","Active"
"EMP00321","Operations","L2","Full-time","Fergana","26/03/2024","2026-02-15","125,405.25","0.09","4.47","22","75","1.8","Sara Lee","NO","active"
"EMP00322","Customer Success","L4","Contract","Samarkand","07/08/2019","2021-04-19","$29,960.21","0.02","3.26","4","46","2.38","Timur Akramov","no","Resigned"
"EMP00323","Sales","Senior Analyst","Part-time","Fergana","06/10/2016","2019-09-17","121,673.68","0.02","2.42","8","66","3.95","Rustam Mamatov","Yes","active"
"EMP00324","Human Resources","Manager","Full-time","Nukus","09/07/2020","2021-05-09",,"0.02","4.6","19","51","2.52",,"NO","On Leave"
"EMP00325","Marketing","L3","Full-time","Bukhara","16/03/2023","2024-05-04","145,802.20","0.03","4.31","43","49","2.33","Rustam Mamatov","NO","Resigned"
"EMP00326","Customer Success","L4","Part-time","Tashkent","23/07/2024","2026-01-31","38,999.55","0","4.44","35","40","4.1","Rustam Mamatov","NO","active"
"EMP00327","Human Resources","L3","Contract","Fergana","14/01/2025","2026-08-22","87,830.78","0.01","3.89","18","4","4.94","Timur Akramov","no","Active"
"EMP00328","Sales","L4","Part-time","Samarkand","25/03/2024","2026-09-06","77,847.88","0.08","2.02","11","53","1.9","Aziz Khan","Yes","Resigned"
"EMP00329","Human Resources","Senior Analyst","Full-time","Andijan","16/08/2018","2020-08-05","91,324.69","0.09","2.83","10","12","2.27","Timur Akramov",,"On Leave"
"EMP00330","Operations","Senior Analyst","Intern","Bukhara","06/05/2020","2022-09-04","$ 89,701.30","0.17","2.35","3","55","4.95","Timur Akramov","Yes","Resigned"
"EMP00331","Operations","L1","Contract","Bukhara","03/05/2019","2021-07-22","149,260.81","0.01","3.6","39","3","2.02","Aziz Khan","yes","active"
"EMP00332","Finance","Manager","Intern","Fergana","09/10/2024","2027-07-31","130,135.92","0.08","2.51","4","74","3.72","Timur Akramov","No","active"
"EMP00333","Finance","Senior Analyst","Contract","Samarkand","05/02/2018","2019-08-03","61,227.45","0.15","3.38","1","0","3.53","Rustam Mamatov","yes","Resigned"
"EMP00334","Operations","L1","Intern","Tashkent","08/02/2021","2022-04-01","31,891.30","0.01","3.15","35","51","1.82","Nodira Usmanova","NO","Active"
"EMP00335","HR","L4","Contract","Andijan","11/11/2023","2024-07-12","110,076.88","0.12","4.84","37","50","1.39","Timur Akramov","no","Resigned"
"EMP00336","HR","L4","Contract","Nukus","29/05/2019","2021-12-26","$93,583.19","0.13","2.65","19","6","2.31","Rustam Mamatov","NO","Active"
"EMP00337","HR","L2","Intern","Andijan","09/01/2019","2020-11-27","39,355.55","0.14","2.72","7","45","3.45","Aziz Khan","yes","On Leave"
"EMP00338","IT","L3","Intern","Fergana","09/01/2023","2025-09-03","101,604.17","0.1","2.28","23","15","2.68","Timur Akramov","yes","On Leave"
"EMP00339","Operations","L3","Full-time","Tashkent","05/05/2019","2020-02-05","134,346.51","0.02","2.73","39","32","1.1","Sara Lee","Yes","Resigned"
"EMP00340","Operations","Manager","Part-time","Fergana","26/08/2016","2018-09-17","114,053.47","0.06","3.06","15","53","4.98","Aziz Khan","NO","Resigned"
"EMP00341"," hr ","Manager","Part-time","Fergana","23/10/2020","2022-09-17","138,571.31","0.07","3.31","18","60","3.63","Timur Akramov","NO","Resigned"
"EMP00342","sales ","L3","Contract","Fergana","24/01/2024","2025-08-03","69,868.14","0.15","2.42","11","51","4.2",,"No","Resigned"
"EMP00343","HR","L3","Intern","Tashkent","28/02/2017","2017-08-31","73,060.94","0.12","3.07","23","26","1.75","Sara Lee","No","Resigned"
"EMP00344","Human Resources","L3","Part-time","Nukus","02/01/2022","2023-07-07","95,639.00","0.18","2.9","16","64","3.99","Nodira Usmanova","no","Active"
"EMP00345","IT","L2","Contract","Samarkand","05/04/2022","2023-05-15","28,572.34","0.02","3.22","4","60","4.01","Rustam Mamatov","NO","Active"
"EMP00346","sales ","L4","Part-time","Samarkand","02/03/2020","2021-11-28","83,500.40","0.03","4.68","25","38","1.46","Aziz Khan","yes","On Leave"
"EMP00347","sales ","Senior Analyst","Full-time","Samarkand","09/06/2017","2018-11-29","52,238.06","0.13","2.09","8","28","2.05","Aziz Khan","No","On Leave"
"EMP00348","sales ","Senior Analyst","Part-time",,"27/12/2020","2023-05-05","62,771.29","0.11","4.42","41","34","1.24","Aziz Khan","Yes","Resigned"
"EMP00349","Marketing","Senior Analyst","Part-time","Nukus","12/11/2021","2022-12-21","51,512.06","0.16","4.3","0","21","4.1","Timur Akramov","Yes","active"
"EMP00350","sales ","L1","Intern","Fergana","31/01/2016","2016-11-03","$136,509.28","0.18","2.02","8","69","4.18","Timur Akramov","No","active"
"EMP00351","HR","L4","Full-time","Tashkent","12/06/2016","2017-02-19",,"0.06",,"15","79","4.48","Farida Karim","Yes","On Leave"
"EMP00352","Finance","Senior Analyst","Part-time","Samarkand","23/05/2021","2024-04-21","92,414.00","0.19","2.07","45","64","2.35","Sara Lee","NO","Active"
"EMP00353","Human Resources","Senior Analyst","Full-time","Tashkent","08/08/2021","2022-07-16","89,008.10","0.04","3.43","5","76","4.27","Farida Karim","yes","Active"
"EMP00354","Human Resources","L4","Intern","Samarkand","14/09/2024","2026-01-26","113,679.40","0.17","3.23","3","70","1.48","Farida Karim","No","Resigned"
"EMP00355","HR","Manager","Intern","Bukhara","11/06/2023","2026-05-27","99,414.37","0.03","2.66","20","35","3.68","Aziz Khan","no","Resigned"
"EMP00356","Customer Success","L1","Part-time","Nukus","18/10/2020","2023-01-05","42,484.62","0.16","2.28","3","27","2.26","Aziz Khan","No","Active"
"EMP00357","Operations","L2","Full-time","Samarkand","04/09/2016","2018-09-03"," 145,160.32 ","0.06","2.3","9","45","1.62","Timur Akramov","yes","Active"
"EMP00358","Finance","L4","Part-time","Tashkent","07/01/2019","2020-02-10","78,780.88","0.12","2.53","12","13","1.26","Timur Akramov","Yes","active"
"EMP00359","sales ","L3","Intern","Fergana","27/09/2020","2022-01-05","134,457.45","0.07","2.33","41","22","2.3","Aziz Khan","NO","active"
"EMP00360","Customer Success","Manager","Full-time","Andijan","01/02/2019","2020-01-04","136,949.64","0.13","4.18","37","5","4.68",,"no","Active"
"EMP00361","Operations","Manager","Part-time","Samarkand","19/03/2025","2027-10-08","41,391.29","0.07","3.66","12","49","4.55","Sara Lee","no","active"
"EMP00362","Operations","Senior Analyst","Full-time","Samarkand","16/09/2024","2027-12-13","130,483.77","0.11","3.29","12","49","3.6","Aziz Khan","No","active"
"EMP00363","Customer Success","Senior Analyst","Contract","Samarkand","25/01/2025","2028-02-24","$ 134,088.91","0.06","2.23","9","3","4.25","Timur Akramov","NO","Active"
"EMP00364","Finance","Senior Analyst","Full-time","Tashkent","03/03/2018","2020-04-23","$35,252.52","0.02","3.57","6","66","1.69","Nodira Usmanova","no","Active"
"EMP00365","HR","L2","Contract","Tashkent","22/11/2021","2022-10-06","31,133.41","0.07","4","33","58","3.68","Nodira Usmanova","no","Resigned"
"EMP00366","HR","L1","Full-time","Nukus","02/11/2017","2020-08-28","139,169.61","0.14","3.29","9","72","4.3","Timur Akramov","yes","Active"
"EMP00367","Customer Success","L4","Intern","Fergana","17/06/2019","2021-06-10","136,108.04","0.02","3.08","20","17","1.95","Timur Akramov","NO","Active"
"EMP00368","IT","Senior Analyst","Intern","Samarkand","20/11/2019","2021-04-06","104,766.38","0.08","3.16","3","3","2.75","Farida Karim","Yes","active"
"EMP00369","IT","L3","Full-time","Fergana","04/01/2024","2026-05-18","94,537.86","0.16","4.68","44","33","4","Farida Karim","yes","Resigned"
"EMP00370","HR","Manager","Contract","Samarkand","13/04/2023","2024-04-30","147,673.87","0.14","4.58","4","8","1.57","Farida Karim","yes","On Leave"
"EMP00371","Customer Success","L4","Contract","Fergana","04/06/2020","2021-06-13","33,163.84","0.16","3.07","44","51","3.15","Nodira Usmanova","NO","On Leave"
"EMP00372"," hr ","L2","Intern","Bukhara","03/03/2018","2020-08-21","95,940.99","0.07","2.74","38","53","4.87","Nodira Usmanova","no","Active"
"EMP00373","Human Resources","L3","Full-time","Fergana","05/06/2016","2017-09-16","133,381.74","0.12","2.72","13","7","2.55","Farida Karim","No","Active"
"EMP00374","HR","Senior Analyst","Part-time","Nukus","10/05/2016","2018-02-20","32,627.84","0.19","3.88","31","1","4.44","Nodira Usmanova","Yes","Resigned"
"EMP00375","Sales","Senior Analyst","Part-time","Fergana","13/05/2021","2021-11-15","68,422.98","0.08","2.51","14","42","1.45","Sara Lee","No","Active"
"EMP00376","Sales","Manager","Full-time","Andijan","23/03/2020","2023-01-16","33,207.24","0.07","3.83","39","37","2.37","Sara Lee",,"active"
"EMP00377","HR","Manager","Full-time","Tashkent","10/05/2019","2022-05-23","85,229.47","0.1","3.07","37","29","1.34","Rustam Mamatov","Yes","active"
"EMP00378","Human Resources","L2","Full-time","Fergana","13/09/2018","2019-12-11",,"0.14","3.02","33","52","3.57",,"No","active"
"EMP00379","Operations","Senior Analyst","Contract","Nukus","04/02/2016","2017-10-22","114,771.36","0","3.71","5","32","2.26","Nodira Usmanova","No","active"
"EMP00380","HR","L4","Full-time","Fergana","27/01/2017","2017-09-27","71,795.70","0.16","3.27","13","44","1.79","Aziz Khan","no","Active"
"EMP00381","Marketing","Manager","Intern","Bukhara","06/02/2020","2021-07-13","59,487.83","0.03","2.15","33","52","2.06","Aziz Khan","No","Resigned"
"EMP00382","Customer Success","L4","Contract","Samarkand","08/02/2024","2024-12-18","81,547.98","0.09","4.1","12","27","3.51","Sara Lee","no","active"
"EMP00383","Finance","Manager","Full-time","Tashkent","14/11/2019","2021-10-16","79,443.59","0.16","3.42","22","59","4.55","Sara Lee","no","Resigned"
"EMP00384","IT","L3","Part-time","Fergana","17/08/2024","2026-09-27","88,587.43","0.04","4.91","21","12","4.53","Farida Karim","NO","active"
"EMP00385","IT","L2","Full-time","Andijan","11/10/2018","2019-07-08","122,491.40","0.12","3.91","35","65","2.33","Rustam Mamatov","no","Resigned"
"EMP00386","Marketing","L3","Intern","Tashkent","02/07/2022","2025-09-16","139,798.80","0.14","4.94","0","53","2.19","Timur Akramov","Yes","On Leave"
"EMP00387","Sales","L2","Contract","Tashkent","28/08/2017","2019-07-19","51,196.89","0.13","2.67","35","6","4.97","Rustam Mamatov","yes","On Leave"
"EMP00388","Sales","Manager","Full-time","Andijan","23/09/2016","2019-06-10","125,579.09","0.15","2.77","32","13","2.54","Nodira Usmanova","NO","On Leave"
"EMP00389","sales ","L4","Part-time","Tashkent","21/10/2023","2025-05-22","95,470.01","0.19","2.65","10","47","2.19","Nodira Usmanova","Yes","active"
"EMP00390","Human Resources","Senior Analyst","Intern","Bukhara","05/02/2023","2024-05-07","138,165.22","0.07",,"15","17","3.94","Rustam Mamatov","No","Active"
"EMP00391","IT","Senior Analyst","Contract","Bukhara","28/06/2018","2019-11-13","32,982.52","0.15","2.59","13","75","4.36","Farida Karim","yes","Active"
"EMP00392","Customer Success","Senior Analyst","Intern","Bukhara","29/03/2024","2025-06-30","$119,578.36","0.08","4.13","36","27","1.15","Sara Lee","NO","active"
"EMP00393","sales ","Senior Analyst","Part-time","Samarkand","21/05/2021","2022-06-18","108,164.59","0.03","2.24","26","26","3.13","Nodira Usmanova","Yes","Resigned"
"EMP00394","Sales","L3","Intern","Andijan","16/03/2016","2019-04-01","86,058.93","0.19","3.05","6","63","4.57","Sara Lee","NO","On Leave"
"EMP00395","Marketing","Manager","Contract","Samarkand","02/02/2022","2022-12-26","144,701.05","0.08","4.77","42","50","1.58","Nodira Usmanova","no","On Leave"
"EMP00396","Operations","Manager","Part-time","Nukus","20/05/2019","2022-01-15","$ 70,466.44","0.05","3.01","20","48","2.06",,"Yes","Active"
"EMP00397","Finance","Senior Analyst","Full-time","Nukus","04/07/2019","2022-08-03","71,899.17","0.18","3.08","12","68","3.05","Farida Karim","Yes","Resigned"
"EMP00398","Operations","Manager","Full-time","Nukus","26/05/2023","2024-10-04","92,715.72","0.12","4.99","7","7","4.68","Farida Karim","No","Active"
"EMP00399","Operations","L4","Contract","Fergana","14/04/2020","2023-03-22"," 71,402.70 ","0.04","3.48","20","63","4.51","Rustam Mamatov","no","Resigned"
"EMP00400","Finance","L4","Part-time","Fergana","08/07/2024","2025-01-15","37,408.50","0.12","2.81","7","67","2.28","Timur Akramov","No","Resigned"
"EMP00401","HR","Manager","Intern","Tashkent","02/06/2018","2021-07-28","94,465.45","0.16","3.81","5","0","1.49","Aziz Khan","No","Resigned"
"EMP00402","Sales","L2","Full-time","Andijan","23/03/2017","2019-04-09","45,869.27","0.02","4.09","38","58","2.17","Aziz Khan","no","On Leave"
"EMP00403"," hr ","L2","Intern","Samarkand","16/07/2019","2021-03-15","134,523.99","0.15","3.98","44","61","1.87","Timur Akramov","No","On Leave"
"EMP00404","HR","L1","Part-time","Samarkand","01/07/2017","2019-12-09","65,184.11","0.06","2.19","34","33","4.38","Rustam Mamatov","no","Active"
"EMP00405","Customer Success","Manager","Contract","Samarkand","06/04/2022","2022-12-14",,"0.07","2.28","6","64","4.23","Timur Akramov","Yes","active"
"EMP00406","Sales","Manager","Full-time",,"17/01/2024","2025-07-26","$115,246.67","0.16","3.72","20","16","1.47","Nodira Usmanova","yes","Resigned"
"EMP00407","IT","L2","Contract","Tashkent","18/03/2025","2027-01-20","70,356.83","0.12","3.95","2","73","2.29","Sara Lee","Yes","Active"
"EMP00408","IT","Senior Analyst","Full-time","Tashkent","10/05/2020","2022-10-07","53,785.39","0.16","4.18","2","55","2.07","Farida Karim","no","On Leave"
"EMP00409","HR","L1","Part-time","Bukhara","02/06/2020","2022-02-20","83,799.03","0.18","4.39","37","68","4.16","Aziz Khan","yes","Resigned"
"EMP00410","Human Resources","Senior Analyst","Contract","Andijan","23/07/2022","2025-03-18","109,991.81","0.05","2.1","33","69","3.74","Farida Karim","no","On Leave"
"EMP00411","sales ","L4","Part-time","Andijan","29/11/2019","2021-07-12","43,120.41","0.18","4.91","42","0","4.13","Timur Akramov","NO","Active"
"EMP00412","Customer Success","L3","Intern","Nukus","01/06/2018","2019-02-04","126,438.88","0.05","3.46","0","46","1.8","Timur Akramov","NO","active"
"EMP00413","sales ","L3","Part-time","Nukus","11/11/2021","2024-09-11","72,945.12","0.19","3.24","13","67","4.54","Nodira Usmanova","no","Resigned"
"EMP00414","Customer Success","L3","Intern","Andijan","12/11/2022","2024-09-20","86,150.85","0.13","2.58","32","66","1.52",,"Yes","Active"
"EMP00415","Operations","L2","Full-time","Bukhara","12/07/2018","2020-04-02","62,575.15","0.05","3.13","27","48","1.48","Timur Akramov","NO","On Leave"
"EMP00416","Finance","L2","Full-time","Fergana","26/03/2016","2019-03-21","130,579.42","0.09","2.44","23","60","1.72","Sara Lee","no","On Leave"
"EMP00417","Human Resources","L1","Part-time","Nukus","15/11/2018","2019-06-12","131,037.11","0.01","2.45","36","26","2.03","Aziz Khan","No","Resigned"
"EMP00418","Operations","Manager","Intern","Samarkand","04/04/2022","2024-02-05","148,848.17","0.02","4.47","42","44","1.03","Aziz Khan","Yes","On Leave"
"EMP00419","Marketing","L2","Contract","Samarkand","18/03/2025","2026-05-14","119,214.07","0.2","3.94","4","34","4.43","Nodira Usmanova","NO","Resigned"
"EMP00420","HR","Senior Analyst","Part-time","Samarkand","02/09/2023","2025-11-25","$33,871.41","0.1","4.43","28","1","4.68","Aziz Khan","no","active"
"EMP00421","IT","Manager","Full-time","Nukus","16/08/2019","2021-05-30","135,103.38","0.06","2.27","13","32","2.95","Timur Akramov","no","active"
"EMP00422","Marketing","L1","Intern","Andijan","08/09/2016","2018-11-06","73,535.72","0.17","2.96","12","64","4","Rustam Mamatov","Yes","active"
"EMP00423","sales ","Manager","Intern","Andijan","01/01/2022","2023-03-17","92,007.94","0.01","4.8","39","25","2.35","Rustam Mamatov",,"active"
"EMP00424","IT","L4","Part-time","Nukus","12/04/2023","2026-02-18","138,865.38","0.03","3.09","25","34","3.42","Farida Karim","No","Active"
"EMP00425","Marketing","L4","Full-time","Andijan","13/02/2019","2021-03-16","40,232.68","0.03","4.58","13","7","3.1","Timur Akramov","Yes","Resigned"
"EMP00426","Marketing","L3","Intern","Andijan","16/06/2021","2021-12-14","135,218.18","0.08","3.89","39","7","1.43","Aziz Khan","NO","active"
"EMP00427","Customer Success","L4","Contract","Samarkand","10/04/2019","2020-12-09","115,269.68","0.03","2.97","13","66","3.72","Aziz Khan","No","active"
"EMP00428","IT","Senior Analyst","Part-time","Fergana","13/05/2024","2025-02-26","45,891.65","0.14","4.64","2","40","1.76","Timur Akramov","yes","On Leave"
"EMP00429","IT","Senior Analyst","Contract","Fergana","24/04/2016","2019-01-16","$ 93,946.04","0.1",,"2","28","4.43","Farida Karim","no","On Leave"
"EMP00430","sales ","Senior Analyst","Intern","Andijan","26/07/2018","2021-04-09","42,387.42","0.12","3.99","39","50","3.97","Rustam Mamatov","yes","Active"
"EMP00431","Operations","L2","Full-time","Tashkent","23/02/2021","2023-10-13","50,038.70","0.1","2.96","36","7","3.4","Nodira Usmanova","no","On Leave"
"EMP00432","sales ","Manager","Contract","Tashkent","20/04/2021","2022-04-11",,"0.06","2.03","26","5","1.85",,"NO","active"
"EMP00433","Human Resources","L3","Contract","Fergana","01/09/2024","2027-11-16","103,652.76","0.16","2.94","29","11","2.27","Nodira Usmanova","No","Resigned"
"EMP00434"," hr ","L2","Part-time","Nukus","18/08/2019","2020-11-27","$36,252.83","0.12","2.35","15","38","2.85","Sara Lee","No","Active"
"EMP00435","Sales","Senior Analyst","Full-time","Andijan","01/07/2023","2024-09-20","121,435.62","0.05","2.08","1","72","2.54","Nodira Usmanova","no","On Leave"
"EMP00436","sales ","L2","Intern","Tashkent","31/07/2019","2020-11-01","140,898.54","0.17","3.26","39","23","2.41","Farida Karim","Yes","Active"
"EMP00437","sales ","Senior Analyst","Intern","Nukus","06/02/2017","2019-01-03","99,609.67","0.16","3.56","34","33","1.13","Aziz Khan","Yes","active"
"EMP00438","Finance","Senior Analyst","Full-time","Nukus","12/08/2016","2019-06-25","33,494.46","0.01","2.07","18","53","2.75","Timur Akramov","Yes","On Leave"
"EMP00439","Sales","Senior Analyst","Part-time","Fergana","12/02/2023","2024-12-09","47,399.65","0.13","4.21","34","67","2.9","Timur Akramov","No","Resigned"
"EMP00440","Sales","Manager","Part-time","Samarkand","22/01/2023","2023-11-03","126,434.08","0","2.41","37","47","2.91","Farida Karim","NO","Active"
"EMP00441","Customer Success","Senior Analyst","Intern","Andijan","27/01/2020","2021-02-17"," 109,228.20 ","0.01","2.31","0","21","1.72","Sara Lee","NO","Active"
"EMP00442","HR","L4","Contract","Nukus","18/10/2022","2023-08-29","104,745.56","0.07","2.99","5","36","2.82","Aziz Khan","No","active"
"EMP00443","IT","L2","Contract","Fergana","10/06/2024","2025-08-03","144,212.54","0.09","3.25","38","71","1.3","Nodira Usmanova","Yes","On Leave"
"EMP00444","Sales","L1","Part-time","Andijan","05/06/2018","2021-09-15","64,385.29","0.06","2.22","28","65","4.5","Timur Akramov","yes","On Leave"
"EMP00445","Operations","L1","Full-time","Samarkand","12/06/2020","2023-04-26","128,496.01","0.15","3.21","22","74","3.73","Sara Lee","no","Resigned"
"EMP00446","Marketing","Senior Analyst","Part-time","Tashkent","26/06/2020","2023-07-27","67,487.94","0","2.37","40","4","4.71","Rustam Mamatov","yes","On Leave"
"EMP00447","Customer Success","L3","Full-time","Samarkand","07/01/2023","2024-11-01","103,901.67","0.19","4.69","23","2","1.99","Rustam Mamatov","no","Active"
"EMP00448","HR","L1","Intern","Nukus","17/02/2023","2025-05-26","$136,160.13","0.11","4.89","3","26","4.38","Nodira Usmanova","yes","Active"
"EMP00449","Marketing","Manager","Part-time","Tashkent","21/12/2016","2018-06-09","126,930.55","0.06","2.19","33","18","4.99","Timur Akramov","No","Resigned"
"EMP00450","Customer Success","L1","Part-time","Tashkent","16/12/2017","2019-03-06","86,567.70","0.11","4.41","29","16","4.74",,"yes","Active"
"EMP00451","Marketing","L3","Contract","Bukhara","30/09/2017","2019-10-14","33,672.50","0","4.37","32","57","2.26","Nodira Usmanova","no","Resigned"
"EMP00452","sales ","Senior Analyst","Full-time","Bukhara","19/03/2024","2025-01-20","57,905.87","0.15","4.3","28","5","4.14","Aziz Khan","No","On Leave"
"EMP00453","Sales","L4","Contract","Andijan","28/09/2020","2022-05-10","88,689.88","0.12","4.69","6","62","2.01","Nodira Usmanova","No","active"
"EMP00454","Customer Success","Manager","Full-time","Fergana","22/12/2016","2018-01-28","147,105.59","0.1","4.9","44","66","4.28","Sara Lee","No","active"
"EMP00455","HR","L2","Part-time","Fergana","16/05/2024","2026-01-23","120,298.02","0.16","2.15","10","75","3.18","Timur Akramov","yes","Active"
"EMP00456","Human Resources","L4","Intern","Fergana","14/07/2023","2025-11-28","86,599.53","0.02","3.5","21","66","4.51","Farida Karim","Yes","On Leave"
"EMP00457","IT","L2","Part-time","Bukhara","17/12/2023","2026-04-26","72,289.45","0.09","2.14","5","23","2.69","Rustam Mamatov","NO","Resigned"
"EMP00458","Marketing","L1","Full-time","Bukhara","10/12/2020","2022-05-22","93,780.34","0.19","4.08","22","7","2.27","Sara Lee","NO","active"
"EMP00459","Human Resources","L3","Part-time","Samarkand","23/12/2019","2021-04-09",,"0.16","4.21","33","25","1.95","Timur Akramov","No","Active"
"EMP00460","Operations","Senior Analyst","Part-time","Bukhara","08/12/2019","2022-11-21","82,365.12","0.13","4.66","26","41","3.96","Nodira Usmanova","Yes","Active"
"EMP00461","IT","Manager","Intern","Fergana","31/03/2016","2017-05-27","106,156.39","0.12","2.87","25","28","3.22","Nodira Usmanova","Yes","Resigned"
"EMP00462","Finance","L1","Full-time","Andijan","20/06/2024","2027-07-01","$111,824.16","0.12","4.6","41","7","3.56","Rustam Mamatov","NO","Resigned"
"EMP00463","IT","Manager","Full-time","Nukus","20/11/2020","2022-10-22","114,846.32","0.15","3.68","11","60","2.16","Aziz Khan","Yes","On Leave"
"EMP00464","Sales","L4","Contract",,"27/07/2024","2026-07-24","89,154.15","0.04","2.02","43","12","3.64","Nodira Usmanova","NO","On Leave"
"EMP00465"," hr ","L1","Intern","Andijan","01/05/2019","2022-02-13","128,528.53","0.04","3.3","35","25","1.56","Aziz Khan","No","active"
"EMP00466","HR","Senior Analyst","Contract","Tashkent","21/07/2024","2027-01-17","83,572.03","0.16","2.33","11","38","2.18","Nodira Usmanova","NO","On Leave"
"EMP00467","Customer Success","Senior Analyst","Intern","Bukhara","18/11/2019","2022-09-04","29,771.61","0.15","2.27","34","6","2.26","Aziz Khan","No","active"
"EMP00468","Operations","L1","Part-time","Samarkand","06/05/2020","2023-06-03","28,168.34","0.1",,"1","17","1.01",,"Yes","On Leave"
"EMP00469","Marketing","L3","Part-time","Tashkent","18/01/2021","2021-12-07","99,607.95","0.03","3","18","36","4.95","Timur Akramov","no","Resigned"
"EMP00470","Operations","Manager","Contract","Samarkand","16/03/2018","2018-11-24","96,291.26","0","3.82","5","17","2.37","Sara Lee",,"On Leave"
"EMP00471","Finance","L2","Intern","Fergana","13/07/2024","2027-02-15","95,669.73","0.04","4.71","39","27","4.07","Nodira Usmanova","No","On Leave"
"EMP00472","Marketing","Manager","Full-time","Bukhara","06/03/2020","2023-01-06","141,919.38","0.19","3.16","0","20","1.49","Rustam Mamatov","NO","Active"
"EMP00473","Operations","L3","Contract","Bukhara","07/05/2017","2020-04-15","56,278.20","0.17","3.05","44","41","4.52","Farida Karim","yes","active"
"EMP00474","Sales","Manager","Part-time","Bukhara","10/04/2023","2025-07-06","117,852.60","0.08","2.37","23","38","4.21","Sara Lee","no","Resigned"
"EMP00475","Operations","Manager","Part-time","Nukus","29/07/2023","2026-02-25","81,243.96","0.2","4.39","40","1","1.04","Farida Karim","yes","active"
"EMP00476","Customer Success","L2","Contract","Bukhara","23/06/2018","2021-02-28","$33,114.84","0.19","2.25","35","59","2.94","Aziz Khan","Yes","Active"
"EMP00477","Human Resources","L1","Intern","Bukhara","05/05/2024","2025-07-28","65,382.08","0.18","2.58","45","19","3.52","Rustam Mamatov","Yes","On Leave"
"EMP00478","Marketing","L2","Contract","Fergana","18/05/2019","2022-03-04","90,519.09","0.05","2.89","15","34","4.19","Timur Akramov","yes","Resigned"
"EMP00479","Marketing","Senior Analyst","Intern","Fergana","14/02/2025","2026-10-22","130,922.17","0.04","4.15","24","66","4.55","Rustam Mamatov","yes","Resigned"
"EMP00480","Human Resources","L3","Intern","Andijan","01/04/2025","2026-12-25","125,164.28","0.06","4.71","15","10","1.14","Aziz Khan","Yes","On Leave"
"EMP00481","sales ","L1","Intern","Fergana","22/12/2024","2025-09-21","139,537.41","0.03","2.52","41","53","3.57","Nodira Usmanova","No","active"
"EMP00482","HR","L3","Intern","Tashkent","14/06/2023","2026-06-30","61,238.55","0.18","3.73","3","0","1.59","Rustam Mamatov","no","Resigned"
"EMP00483","Customer Success","L4","Contract","Andijan","04/09/2022","2025-02-06"," 41,391.08 ","0.13","4.87","7","16","2.14","Farida Karim","no","Resigned"
"EMP00484","Finance","L4","Full-time","Fergana","01/07/2018","2019-06-27","148,240.86","0.14","4.22","34","78","1.67","Timur Akramov","Yes","Resigned"
"EMP00485","HR","L2","Intern","Nukus","08/04/2022","2025-02-12","113,711.41","0.16","4.17","32","67","2.13","Sara Lee","Yes","Active"
"EMP00486","Marketing","Manager","Intern","Tashkent","01/07/2022","2024-01-18",,"0.09","4.79","28","77","4.97",,"No","On Leave"
"EMP00487","Customer Success","L3","Part-time","Nukus","29/03/2021","2023-07-03","86,576.51","0.06","3.01","36","59","2.47","Sara Lee","NO","On Leave"
"EMP00488","IT","L1","Contract","Fergana","24/09/2024","2026-06-20","94,824.14","0.1","3.06","7","41","2.51","Nodira Usmanova","NO","Active"
"EMP00489","sales ","L1","Full-time","Fergana","21/01/2025","2026-01-01","98,168.97","0.07","3.99","34","9","1.35","Aziz Khan","Yes","Active"
"EMP00490","HR","Manager","Contract","Bukhara","19/04/2020","2023-04-21","$112,261.18","0.15","2.55","0","64","1.48","Aziz Khan","yes","Resigned"
"EMP00491","Sales","Manager","Contract","Fergana","09/03/2025","2027-12-11","99,442.77","0.03","3.92","23","10","1.38","Rustam Mamatov","yes","Resigned"
"EMP00492","HR","Manager","Contract","Fergana","21/08/2020","2023-02-01","85,632.29","0.11","2.06","33","42","2.63","Timur Akramov","Yes","active"
"EMP00493","Operations","Manager","Part-time","Nukus","08/09/2016","2019-01-24","95,270.37","0.19","2.69","22","54","4.03","Aziz Khan","NO","On Leave"
