"order_id","order_date","ship_date","region","city","category","subcategory","customer_segment","order_status","payment_method","units_sold","sales_amount","discount_pct","profit","sales_rep","promo_code"
"ORD00281","2023-11-03","2023-11-04","South","Andijan","Electronics","Snacks","Corporate","Processing","Transfer","15","243.82","0.05","71.26","Malika Rakhimova","SPRING10"
"ORD00282","2024-06-01","2024-06-09","Central","Namangan","Furniture","Paper","Small Business","Returned","Online Wallet","12","4,919.79","0.09","1173.3","Nilufar Ismailova",
"ORD00283","2024-09-24","2024-09-30","South","Andijan","Groceries","Laptops","Consumer","Shipped","Card","9","3,119.73","0.09","447.35","Bekzod Umarov","FLASH15"
"ORD00284","2023-03-15","2023-03-21","North","Nukus","Electronics","Paper","Corporate","Shipped","Card","14","5,516.74","0.03","1635.35","Bekzod Umarov","WEEKEND5"
"ORD00285","2023-04-24","2023-04-28","North","Nukus","Clothing","Laptops","Corporate","Processing","Transfer","16","1,201.42","0.15","275.22","Nilufar Ismailova","WEEKEND5"
"ORD00286","2023-09-10","2023-09-17","South","Samarkand","Clothing","Storage","Small Business","Processing","Cash","22","7,154.91","0.05","937.85","Dilshod Aliyev",
"ORD00287","2024-11-06","2024-11-07","West","Tashkent","Electronics","Phones","Small Business","Returned","Transfer","19","3171.15","0.18","779.54","Anvar Karimov","FLASH15"
"ORD00288","2024-01-08","2024-01-11","East","Namangan","Office Supplies","Phones","Small Business","Delivered","Online Wallet","24","10,650.42","0.01","2208.21","Malika Rakhimova","FLASH15"
"ORD00289","2025-01-31","2025-02-07","West","Bukhara","Furniture","Snacks","Home Office","Returned","Transfer","14","$5,423.20","0.22","751.64","Aziza Sobirova","WEEKEND5"
"ORD00290","2024-01-16","2024-01-21","West","Andijan","Furniture","Snacks","Corporate","Shipped","Cash","5"," 155.64 ","0.13","30.08","Malika Rakhimova",
"ORD00291","2024-02-22","2024-03-01","South","Namangan","Electronics","Snacks","Home Office","Returned","Transfer","22","3,903.63","0.01","374.77","Dilshod Aliyev",
"ORD00292","2024-09-28","2024-10-05","North","Fergana","Groceries","Paper","Consumer","Shipped","Card","25","2,433.76","0.15","333.53","Aziza Sobirova",
"ORD00293","2024-09-25","2024-09-30","Central","Bukhara","Office Supplies","Chairs","Corporate","Returned","Card","3","509.08","0.23","103.54","Aziza Sobirova","FLASH15"
"ORD00294","2024-04-25","2024-04-26","East","Tashkent","Groceries","Jackets","Corporate","Delivered","Card","2","721.82","0.15","123.11","Anvar Karimov",
"ORD00295","2024-05-31","2024-06-08","Central","Samarkand","Office Supplies","Storage","Small Business","Shipped","Cash","5","1,118.09","0.17","138.53","Nilufar Ismailova","LOYAL20"
"ORD00296","2023-09-25","2023-09-26","South","Bukhara","Clothing","Chairs","Corporate","Shipped","Cash","5","1,878.70","0.17","190.78","Bekzod Umarov",
"ORD00297","2023-09-19","2023-09-25","West","Andijan","Clothing","Jackets","Small Business","Returned","Transfer","9","2,901.34","0.14","406.07","Nilufar Ismailova","FLASH15"
"ORD00298","2025-01-03","2025-01-04","North","Bukhara","Furniture","Laptops","Corporate","Processing","Card","2","314.52","0.06","57.13","Malika Rakhimova","LOYAL20"
"ORD00299","2024-08-13","2024-08-17","North","Namangan","Office Supplies","Phones","Home Office","Shipped","Cash","12","177.48","0.15","21.74",,
"ORD00300","2023-08-13","2023-08-20","South","Tashkent","Office Supplies","Storage","Corporate","Shipped","Card","15","1,918.26","0.07","255.76","Nilufar Ismailova","WEEKEND5"
"ORD00301","2024-07-11","2024-07-16","South","Andijan","Furniture","Jackets","Small Business","Shipped","Transfer","7","1,430.61","0.21","241.42","Malika Rakhimova","FLASH15"
"ORD00302","2025-02-26","2025-03-04","Central","Nukus","Electronics","Chairs","Corporate","Shipped","Online Wallet","3","626.08","0.12","118.65","Anvar Karimov","WEEKEND5"
"ORD00303","2024-10-23","2024-10-24","South","Fergana","Furniture","Snacks","Small Business","Delivered","Cash","20","1,759.21","0.09","153.92","Bekzod Umarov","LOYAL20"
"ORD00304","2024-11-18","2024-11-25","South","Namangan","Office Supplies","Laptops","Home Office","Processing","Card","23","8,253.26","0.25","1729.27","Dilshod Aliyev",
"ORD00305","2023-04-20","2023-04-24","West","Andijan","Clothing","Tables","Small Business","Returned","Transfer","14",,"0.17","1299.52","Nilufar Ismailova",
"ORD00306","2023-08-04","2023-08-10","South","Nukus","Electronics","Tables","Home Office","Processing","Cash","6","$1,608.32","0.07","333.68","Dilshod Aliyev","FLASH15"
"ORD00307","2023-12-27","2024-01-04","West","Bukhara","Electronics","Laptops","Corporate","Shipped","Card","13","5,560.57","0.09","988.6","Malika Rakhimova","WEEKEND5"
"ORD00308","2024-08-03","2024-08-08","South","Namangan","Electronics","Storage","Small Business","Processing","Transfer","16","6,658.29","0.12","581.93","Malika Rakhimova","SPRING10"
"ORD00309","2023-04-16","2023-04-19","South","Fergana","Office Supplies","Phones","Home Office","Shipped","Card","2","197.53","0.04","50.25","Bekzod Umarov","SPRING10"
"ORD00310","2023-07-18","2023-07-21","Central","Bukhara","Clothing","Tables","Consumer","Shipped","Cash","18","5,876.55","0.25","514.35","Nilufar Ismailova",
"ORD00311","2025-01-12","2025-01-14","South","Nukus","Electronics","Snacks","Corporate","Processing","Card","6","2,619.88","0.17","768.99","Bekzod Umarov",
"ORD00312","2024-08-27","2024-08-29","West","Namangan","Electronics",,"Consumer","Returned","Card","24","999.78","0.17","179.07","Aziza Sobirova","SPRING10"
"ORD00313","2024-01-27","2024-02-04","North","Samarkand","Electronics","Phones","Small Business","Shipped","Transfer","22","195.57","0.04","32.59","Dilshod Aliyev",
"ORD00314","2023-08-30","2023-09-07","South","Bukhara","Furniture","Chairs","Consumer","Processing","Card","16","6,479.37","0.22","1775.57","Nilufar Ismailova","LOYAL20"
"ORD00315","2023-03-16","2023-03-18","Central","Tashkent","Groceries","Jackets","Home Office","Delivered","Online Wallet","8","76.75",,"13.86","Anvar Karimov","FLASH15"
"ORD00316","2025-02-23","2025-02-25","South","Samarkand","Groceries","Chairs","Consumer","Processing","Transfer","7","1,756.23","0.19","269.35","Nilufar Ismailova","SPRING10"
"ORD00317","2024-11-28","2024-11-29","North","Namangan","Office Supplies","Chairs","Corporate","Returned","Card","5","1,265.80","0.23","336.63","Dilshod Aliyev","SPRING10"
"ORD00318","2024-10-02","2024-10-06","South","Andijan","Furniture","Phones","Small Business","Returned","Transfer","8","2,432.33","0.04","708.57","Bekzod Umarov","FLASH15"
"ORD00319","2024-11-18","2024-11-21","Central","Samarkand","Electronics","Laptops","Small Business","Processing","Online Wallet","5"," 1,280.79 ","0.16","292.79","Dilshod Aliyev","WEEKEND5"
"ORD00320","2024-01-22","2024-01-24","South","Nukus","Groceries","Phones","Home Office","Processing","Online Wallet","18","4,483.84","0.1","1034.8","Dilshod Aliyev","SPRING10"
"ORD00321","2024-11-29","2024-12-04","West","Andijan","Clothing","Snacks","Small Business","Delivered","Card","20","6,923.48","0.07","734.22","Bekzod Umarov","WEEKEND5"
"ORD00322","2023-11-02","2023-11-06","South","Tashkent","Office Supplies","Phones","Home Office","Shipped","Cash","1","395.57","0.16","88.77",,
"ORD00323","2023-03-07","2023-03-15","West","Tashkent","Electronics","Chairs","Small Business","Processing","Online Wallet","20","$423.78","0.24","66.64","Anvar Karimov","LOYAL20"
"ORD00324","2024-01-19","2024-01-20","East","Tashkent","Clothing","Snacks","Home Office","Shipped","Cash","6","1,172.64","0.17","149.62","Aziza Sobirova","FLASH15"
"ORD00325","2024-09-03","2024-09-05","East","Tashkent","Groceries","Storage","Home Office","Shipped","Online Wallet","25","9,914.62","0.1","917.74","Bekzod Umarov","FLASH15"
"ORD00326","2024-12-27","2024-12-30","North","Tashkent","Clothing","Laptops","Home Office","Returned","Online Wallet","3","1,304.02","0.15","234.26","Aziza Sobirova","LOYAL20"
"ORD00327","2025-02-06","2025-02-10","West","Tashkent","Groceries","Snacks","Consumer","Returned","Cash","13","2,681.23","0.11","558.92","Aziza Sobirova","SPRING10"
"ORD00328","2024-11-29","2024-12-05","South","Bukhara","Electronics","Paper","Home Office","Delivered","Card","11","328.73","0.13","45.11","Anvar Karimov",
"ORD00329","2023-08-11","2023-08-16","Central","Andijan","Furniture","Chairs","Consumer","Shipped","Cash","13","2,297.20","0.24","291.51","Aziza Sobirova",
"ORD00330","2024-01-04","2024-01-10","South","Fergana","Electronics","Phones","Home Office","Returned","Cash","13","3,973.97","0.22","1020.83","Malika Rakhimova","FLASH15"
"ORD00331","2023-10-11","2023-10-16","East","Tashkent","Office Supplies","Laptops","Consumer","Shipped","Card","25","9,412.15","0.03","1837.03","Bekzod Umarov","LOYAL20"
"ORD00332","2025-01-14","2025-01-21","West","Bukhara","Electronics","Phones","Small Business","Processing","Cash","21","4,105.08","0.2","1230.76","Dilshod Aliyev","WEEKEND5"
"ORD00333","2023-06-28","2023-07-01","South","Fergana","Office Supplies","Phones","Consumer","Processing","Online Wallet","7","1,498.99","0.22","294.5","Nilufar Ismailova",
"ORD00334","2024-03-09","2024-03-11","North","Tashkent","Furniture","Laptops","Home Office","Delivered","Online Wallet","1","391.83","0.03","104.86","Aziza Sobirova","WEEKEND5"
"ORD00335","2024-10-29","2024-10-30","Central","Namangan","Clothing","Laptops","Home Office","Delivered","Cash","17","1,962.36","0.16","452.91","Dilshod Aliyev","FLASH15"
"ORD00336","2023-10-17","2023-10-23","West","Namangan","Furniture","Snacks","Consumer","Shipped","Online Wallet","14","2,110.85","0.14","485.8","Bekzod Umarov","WEEKEND5"
"ORD00337","2023-09-14","2023-09-18","Central","Fergana","Furniture","Chairs","Home Office","Processing","Card","3","410.77","0.05","117.56","Nilufar Ismailova",
"ORD00338","2024-08-19","2024-08-26","West","Andijan","Electronics","Jackets","Consumer","Shipped","Cash","16","4,559.90","0.1","1258.7","Bekzod Umarov",
"ORD00339","2023-10-11","2023-10-12","North","Tashkent","Furniture","Laptops","Corporate","Delivered","Cash","22","7,323.11","0.12","779.49","Anvar Karimov",
"ORD00340","2023-02-25","2023-03-02","West","Bukhara","Furniture","Paper","Home Office","Returned","Card","18","$5,551.55","0.17","812.96","Bekzod Umarov",
"ORD00341","2024-02-13","2024-02-18","West","Bukhara","Office Supplies","Snacks","Home Office","Processing","Cash","23","6,643.50","0.2","1220.27","Bekzod Umarov",
"ORD00342","2024-11-15","2024-11-18","West","Fergana","Electronics","Paper","Home Office","Returned","Transfer","9","531.70","0.11","116.9","Dilshod Aliyev",
"ORD00343","2023-04-09","2023-04-10","North","Namangan","Furniture","Jackets","Corporate","Delivered","Cash","10","1,309.25","0.08","364.45","Malika Rakhimova",
"ORD00344","2024-05-24","2024-05-27","West","Nukus","Furniture","Paper","Small Business","Processing","Online Wallet","14","2,406.22","0.12","344.82","Dilshod Aliyev","WEEKEND5"
"ORD00345","2024-06-15","2024-06-17","South","Tashkent","Office Supplies","Phones","Home Office","Returned","Online Wallet","1","295.57","0.07","72.12",,"SPRING10"
"ORD00346","2023-12-20","2023-12-24","South","Samarkand","Clothing","Jackets","Corporate","Delivered","Card","12","1,200.44","0.15","167.85","Nilufar Ismailova",
"ORD00347","2023-05-02","2023-05-05","North","Namangan","Electronics","Chairs","Corporate","Shipped","Card","5","422.69","0.21","43.95","Malika Rakhimova","FLASH15"
"ORD00348","2024-02-28","2024-03-05","South","Andijan","Clothing","Storage","Corporate","Delivered","Card","8"," 645.20 ","0.23","101.95","Anvar Karimov","FLASH15"
"ORD00349","2024-05-12","2024-05-14","East","Fergana","Groceries","Phones","Corporate","Returned","Cash","5","1,775.50","0.23","296.95","Anvar Karimov","WEEKEND5"
"ORD00350","2023-01-08","2023-01-09","Central","Nukus","Electronics","Chairs","Small Business","Returned","Cash","23","2,135.09","0","549.44","Malika Rakhimova","LOYAL20"
"ORD00351","2023-02-07","2023-02-08","North","Samarkand","Furniture","Paper","Small Business","Returned","Transfer","16","1,752.20","0.14","193.24","Malika Rakhimova",
"ORD00352","2024-04-02","2024-04-09","North","Nukus","Electronics","Storage","Small Business","Shipped","Card","14","3,200.65","0.22","490.5","Bekzod Umarov","SPRING10"
"ORD00353","2024-04-20","2024-04-22","North","Samarkand","Office Supplies","Phones","Small Business","Returned","Transfer","13","1,927.69","0.24","236.54","Bekzod Umarov","SPRING10"
"ORD00354","2025-01-08","2025-01-11","South","Fergana","Office Supplies","Phones","Small Business","Delivered","Transfer","18","3,054.34","0.15","913.07","Malika Rakhimova","FLASH15"
"ORD00355","2024-09-23","2024-10-01","South","Samarkand","Furniture","Snacks","Corporate","Processing","Card","15","1,770.83","0.18","462.55","Dilshod Aliyev",
"ORD00356","2024-02-12","2024-02-17","West","Fergana","Electronics","Phones","Corporate","Shipped","Card","3","1,550.90","0.01","290.24","Malika Rakhimova","SPRING10"
"ORD00357","2023-02-27","2023-03-04","South","Bukhara","Electronics","Chairs","Home Office","Delivered","Cash","25","$8,840.74","0.08","814.37","Nilufar Ismailova","SPRING10"
"ORD00358","2023-09-14","2023-09-16","North","Namangan","Electronics","Paper","Consumer","Delivered","Cash","11","2,347.59","0.14","321.88","Malika Rakhimova","LOYAL20"
"ORD00359","2024-02-07","2024-02-10","West","Bukhara","Electronics","Storage","Corporate","Shipped","Card","22","1,607.21","0.09","445.11","Bekzod Umarov","LOYAL20"
"ORD00360","2023-09-19","2023-09-21","Central","Namangan","Groceries","Laptops","Consumer","Returned","Online Wallet","23","9,122.74",,"970.68","Dilshod Aliyev","SPRING10"
"ORD00361","2025-02-20","2025-02-26","South","Bukhara","Office Supplies","Paper","Home Office","Returned","Cash","3","920.48","0.18","131.19","Aziza Sobirova","WEEKEND5"
"ORD00362","2025-01-09","2025-01-17","North","Andijan","Office Supplies","Paper","Home Office","Processing","Card","22","6,145.83","0.23","504.68","Malika Rakhimova","WEEKEND5"
"ORD00363","2025-02-08","2025-02-16","South","Bukhara","Electronics","Chairs","Consumer","Returned","Cash","22","8,536.74","0.23","1704.92","Aziza Sobirova","SPRING10"
"ORD00364","2023-07-04","2023-07-09","North","Tashkent","Office Supplies",,"Small Business","Delivered","Transfer","2","376.85","0.22","37.33","Dilshod Aliyev","SPRING10"
"ORD00365","2024-05-15","2024-05-17","North","Bukhara","Groceries","Tables","Home Office","Processing","Online Wallet","1","130.61","0.07","30.17","Dilshod Aliyev",
"ORD00366","2023-06-06","2023-06-13","East","Namangan","Office Supplies","Chairs","Small Business","Returned","Cash","23",,"0.01","304.14","Bekzod Umarov","SPRING10"
"ORD00367","2023-10-21","2023-10-26","West","Tashkent","Furniture","Snacks","Consumer","Delivered","Cash","23","10,293.31","0.14","2890.91","Bekzod Umarov","SPRING10"
"ORD00368","2023-11-26","2023-11-29","South","Bukhara","Furniture","Phones","Consumer","Shipped","Transfer","16","4,141.33","0.24","1227.29",,"LOYAL20"
"ORD00369","2024-11-10","2024-11-16","West","Fergana","Clothing","Storage","Corporate","Returned","Transfer","14","3954.62","0.09","479.96","Nilufar Ismailova","FLASH15"
"ORD00370","2024-09-09","2024-09-11","North","Namangan","Clothing","Phones","Consumer","Delivered","Transfer","25","2,915.80","0.2","602.95","Nilufar Ismailova",
"ORD00371","2024-01-11","2024-01-13","West","Fergana","Furniture","Storage","Home Office","Processing","Transfer","2","858.06","0.15","171.23","Bekzod Umarov",
"ORD00372","2023-07-04","2023-07-10","East","Bukhara","Furniture","Laptops","Home Office","Returned","Transfer","14","3,889.46","0.07","1031.74","Dilshod Aliyev","WEEKEND5"
"ORD00373","2023-02-06","2023-02-09","West","Namangan","Furniture","Paper","Consumer","Shipped","Transfer","22","3,765.33","0.12","483.83","Malika Rakhimova","SPRING10"
"ORD00374","2023-01-31","2023-02-04","East","Nukus","Groceries","Tables","Consumer","Returned","Online Wallet","1","$136.84","0.22","23.04","Anvar Karimov",
"ORD00375","2024-03-31","2024-04-01","West","Bukhara","Electronics","Paper","Home Office","Delivered","Cash","9","441.09","0.23","69.42","Malika Rakhimova","WEEKEND5"
"ORD00376","2023-12-25","2024-01-01","Central","Bukhara","Groceries","Laptops","Corporate","Shipped","Card","2","82.59","0.2","10.27","Aziza Sobirova","LOYAL20"
"ORD00377","2023-10-12","2023-10-20","North","Andijan","Furniture","Laptops","Corporate","Delivered","Online Wallet","12"," 1,671.03 ","0.18","164.18","Anvar Karimov","LOYAL20"
"ORD00378","2023-08-18","2023-08-21","Central","Namangan","Furniture","Tables","Home Office","Processing","Transfer","17","3,684.99","0.06","445.7","Malika Rakhimova","LOYAL20"
"ORD00379","2023-01-09","2023-01-13","West","Tashkent","Office Supplies","Phones","Corporate","Shipped","Transfer","18","5,035.06","0.24","1082.71","Malika Rakhimova","LOYAL20"
"ORD00380","2023-04-02","2023-04-03","West","Fergana","Office Supplies","Paper","Home Office","Delivered","Card","9","1,136.77","0.14","138.84","Aziza Sobirova","SPRING10"
"ORD00381","2023-12-14","2023-12-17","South","Samarkand","Electronics","Tables","Home Office","Shipped","Card","7","2,627.74","0.2","745.98","Malika Rakhimova",
"ORD00382","2024-11-18","2024-11-20","South","Andijan","Groceries","Paper","Corporate","Processing","Cash","11","4,519.51","0.15","943.59","Dilshod Aliyev","LOYAL20"
"ORD00383","2023-11-25","2023-11-30","North","Fergana","Office Supplies","Snacks","Home Office","Returned","Cash","11","2,489.57","0.17","232.65","Aziza Sobirova",
"ORD00384","2025-01-02","2025-01-07","West","Samarkand","Clothing","Snacks","Consumer","Returned","Transfer","13","3,596.30","0.11","613.3","Aziza Sobirova","LOYAL20"
"ORD00385","2023-08-24","2023-08-25","Central","Namangan","Groceries","Laptops","Small Business","Shipped","Online Wallet","20","6,228.03","0.08","683.28","Dilshod Aliyev",
"ORD00386","2024-07-05","2024-07-13","North","Namangan","Clothing","Phones","Home Office","Shipped","Cash","23","8,774.27","0.09","2158.3","Anvar Karimov",
"ORD00387","2023-05-21","2023-05-26","North","Namangan","Furniture","Laptops","Consumer","Returned","Online Wallet","5","60.52","0.05","13.52","Bekzod Umarov",
"ORD00388","2023-03-03","2023-03-10","Central","Fergana","Furniture","Tables","Consumer","Shipped","Online Wallet","20","954.83","0.19","115","Aziza Sobirova",
"ORD00389","2024-10-24","2024-10-28","North","Nukus","Furniture","Chairs","Home Office","Shipped","Transfer","14","830.02","0.15","123.55","Anvar Karimov","WEEKEND5"
"ORD00390","2024-08-25","2024-08-28","East","Bukhara","Furniture","Paper","Consumer","Processing","Online Wallet","23","3,559.71","0.23","959.71","Malika Rakhimova","SPRING10"
"ORD00391","2023-07-31","2023-08-03","East","Fergana","Electronics","Paper","Small Business","Returned","Transfer","2","$464.70","0.23","107.96",,"WEEKEND5"
"ORD00392","2024-11-30","2024-12-03","East","Bukhara","Groceries","Laptops","Corporate","Delivered","Cash","19","7,542.45","0.24","2087.78","Bekzod Umarov","LOYAL20"
"ORD00393","2024-04-02","2024-04-04","South","Tashkent","Electronics","Jackets","Corporate","Processing","Transfer","17","1,333.99","0.24","185.74","Anvar Karimov",
"ORD00394","2023-01-18","2023-01-26","Central","Nukus","Furniture","Chairs","Small Business","Returned","Cash","12","468.00","0.11","134.1","Bekzod Umarov",
"ORD00395","2024-05-31","2024-06-02","North","Bukhara","Clothing","Storage","Home Office","Delivered","Transfer","24","8,410.44","0.18","2015.78","Dilshod Aliyev",
"ORD00396","2023-10-14","2023-10-21","East","Samarkand","Furniture","Snacks","Home Office","Shipped","Cash","9","2,798.56","0.19","487.48","Anvar Karimov","WEEKEND5"
"ORD00397","2023-10-25","2023-11-02","East","Nukus","Furniture","Paper","Small Business","Processing","Transfer","9","1,796.39","0.23","214.45","Anvar Karimov","FLASH15"
"ORD00398","2024-09-19","2024-09-22","East","Namangan","Clothing","Chairs","Consumer","Returned","Transfer","14","4,362.61","0.19","358.1","Dilshod Aliyev","SPRING10"
"ORD00399","2023-12-30","2024-01-06","West","Samarkand","Office Supplies","Snacks","Small Business","Returned","Online Wallet","9","3,110.71","0.14","728.08","Dilshod Aliyev",
"ORD00400","2024-12-24","2024-12-25","West","Namangan","Furniture","Chairs","Small Business","Shipped","Cash","2","462.24","0.16","65.84","Malika Rakhimova","FLASH15"
"ORD00401","2023-07-25","2023-08-02","North","Fergana","Groceries","Phones","Consumer","Delivered","Card","14","1,481.76","0.2","432.99","Malika Rakhimova",
"ORD00402","2023-04-14","2023-04-19","Central","Tashkent","Groceries","Laptops","Home Office","Shipped","Card","4","149.91","0.06","14.67","Aziza Sobirova","FLASH15"
"ORD00403","2023-10-28","2023-11-01","South","Fergana","Groceries","Storage","Small Business","Delivered","Cash","22","7,383.13","0.05","1947.39","Dilshod Aliyev",
"ORD00404","2023-05-08","2023-05-14","North","Bukhara","Electronics","Tables","Corporate","Returned","Online Wallet","8","1,228.08","0.01","172.68","Dilshod Aliyev","SPRING10"
"ORD00405","2024-06-15","2024-06-16","South","Bukhara","Electronics","Chairs","Small Business","Returned","Cash","5","1,912.13",,"401.66","Anvar Karimov","LOYAL20"
"ORD00406","2024-11-13","2024-11-16","Central","Fergana","Office Supplies","Snacks","Consumer","Delivered","Online Wallet","18"," 499.44 ","0.17","43.06","Nilufar Ismailova","FLASH15"
"ORD00407","2025-02-20","2025-02-24","North","Namangan","Groceries","Phones","Small Business","Shipped","Card","9","2,605.58","0.07","602.45","Anvar Karimov",
"ORD00408","2024-01-05","2024-01-11","North","Fergana","Groceries","Phones","Home Office","Shipped","Transfer","6","$1,423.89","0.22","129.19","Dilshod Aliyev",
"ORD00409","2024-01-11","2024-01-15","East","Nukus","Groceries","Laptops","Small Business","Returned","Card","12","2,034.20","0.04","303.35","Nilufar Ismailova","FLASH15"
"ORD00410","2024-07-10","2024-07-17","Central","Samarkand","Electronics","Tables","Small Business","Processing","Transfer","17","2429.99","0.24","472.37","Aziza Sobirova",
"ORD00411","2023-11-28","2023-12-02","Central","Nukus","Clothing","Storage","Consumer","Returned","Cash","4","233.82","0.15","42.97","Bekzod Umarov","SPRING10"
"ORD00412","2023-07-25","2023-07-26","East","Samarkand","Office Supplies","Phones","Home Office","Delivered","Cash","21","9,708.64","0.09","2722.99","Aziza Sobirova","WEEKEND5"
"ORD00413","2024-05-12","2024-05-19","West","Nukus","Office Supplies","Paper","Small Business","Returned","Transfer","10","933.84","0.1","164.7","Dilshod Aliyev",
"ORD00414","2024-08-05","2024-08-09","Central","Namangan","Electronics","Tables","Small Business","Delivered","Transfer","12","5,585.75","0.11","1420.57",,"SPRING10"
"ORD00415","2023-08-03","2023-08-07","East","Samarkand","Furniture","Jackets","Home Office","Delivered","Cash","8","2,641.05","0.07","309.43","Bekzod Umarov",
"ORD00416","2023-01-20","2023-01-28","West","Andijan","Electronics",,"Small Business","Delivered","Card","22","5,773.20","0.07","564.43","Dilshod Aliyev",
"ORD00417","2023-09-01","2023-09-02","West","Tashkent","Electronics","Laptops","Corporate","Shipped","Card","22","4,709.92","0.01","787.84","Dilshod Aliyev",
"ORD00418","2024-06-15","2024-06-19","South","Tashkent","Clothing","Storage","Home Office","Delivered","Card","25","7,585.78","0.17","2162.09","Anvar Karimov",
"ORD00419","2025-02-20","2025-02-22","South","Nukus","Groceries","Phones","Corporate","Returned","Transfer","19","7,628.32","0.07","1558.77","Bekzod Umarov",
"ORD00420","2024-10-12","2024-10-17","North","Andijan","Clothing","Tables","Consumer","Returned","Card","2","242.51","0.21","33.81","Dilshod Aliyev","LOYAL20"
"ORD00421","2023-11-04","2023-11-08","East","Samarkand","Electronics","Paper","Corporate","Shipped","Cash","22","5,801.31","0.2","572.68","Aziza Sobirova","WEEKEND5"
"ORD00422","2023-02-28","2023-03-05","Central","Nukus","Furniture","Paper","Small Business","Processing","Online Wallet","10","4,470.63","0.03","1266.94","Malika Rakhimova","WEEKEND5"
"ORD00423","2024-05-24","2024-05-27","Central","Tashkent","Clothing","Laptops","Corporate","Shipped","Online Wallet","14","1,137.55","0.18","330.68","Nilufar Ismailova","LOYAL20"
"ORD00424","2024-09-09","2024-09-16","East","Samarkand","Furniture","Jackets","Corporate","Processing","Transfer","23","5,890.88","0.14","1019.52","Dilshod Aliyev","SPRING10"
"ORD00425","2023-09-22","2023-09-27","Central","Samarkand","Clothing","Paper","Consumer","Processing","Cash","3","$1,087.88","0.16","120.78","Anvar Karimov","FLASH15"
"ORD00426","2024-04-08","2024-04-09","Central","Bukhara","Groceries","Laptops","Consumer","Delivered","Card","22","8,998.14","0.12","2609.73","Aziza Sobirova","WEEKEND5"
"ORD00427","2023-10-05","2023-10-09","South","Samarkand","Furniture","Paper","Small Business","Processing","Card","18",,"0.13","1880.96","Malika Rakhimova","LOYAL20"
"ORD00428","2024-12-11","2024-12-12","West","Namangan","Clothing","Phones","Corporate","Delivered","Cash","4","927.14","0.24","161.49","Nilufar Ismailova",
"ORD00429","2023-01-27","2023-02-03","Central","Andijan","Office Supplies","Phones","Corporate","Returned","Transfer","14","3,247.54","0.24","740.34","Aziza Sobirova",
"ORD00430","2023-08-06","2023-08-13","Central","Namangan","Groceries","Laptops","Home Office","Processing","Online Wallet","3","216.74","0.24","64.57","Nilufar Ismailova","SPRING10"
"ORD00431","2024-03-12","2024-03-19","North","Andijan","Furniture","Laptops","Consumer","Processing","Transfer","5","1,892.04","0.07","158.3","Aziza Sobirova",
"ORD00432","2024-03-25","2024-03-27","North","Bukhara","Electronics","Jackets","Consumer","Delivered","Online Wallet","3","294.73","0.19","69.04","Bekzod Umarov","WEEKEND5"
"ORD00433","2025-01-05","2025-01-13","West","Fergana","Furniture","Tables","Consumer","Shipped","Online Wallet","16","3,252.34","0.12","676.26","Dilshod Aliyev",
"ORD00434","2023-11-04","2023-11-07","West","Namangan","Electronics","Paper","Corporate","Shipped","Card","2","63.95","0.07","11.47","Malika Rakhimova","WEEKEND5"
"ORD00435","2024-09-28","2024-10-01","Central","Samarkand","Electronics","Phones","Small Business","Shipped","Online Wallet","20"," 128.61 ","0.21","13.62","Aziza Sobirova",
"ORD00436","2023-10-31","2023-11-03","North","Fergana","Office Supplies","Laptops","Corporate","Shipped","Transfer","24","1,917.16","0.04","486.98","Anvar Karimov","SPRING10"
"ORD00437","2023-04-04","2023-04-09","East","Fergana","Office Supplies","Tables","Corporate","Delivered","Card","15","830.33","0.21","226.2",,"LOYAL20"
"ORD00438","2023-02-22","2023-03-01","East","Tashkent","Electronics","Snacks","Home Office","Shipped","Cash","2","393.47","0.24","49.32","Anvar Karimov",
"ORD00439","2024-08-26","2024-08-30","West","Namangan","Groceries","Laptops","Small Business","Shipped","Cash","4","44.84","0.23","7.39","Dilshod Aliyev","FLASH15"
"ORD00440","2024-08-22","2024-08-23","South","Tashkent","Electronics","Laptops","Home Office","Shipped","Transfer","21","299.38","0.2","53.01","Bekzod Umarov","WEEKEND5"
"ORD00441","2023-12-12","2023-12-14","Central","Tashkent","Electronics","Phones","Corporate","Delivered","Cash","17","6,427.15","0.25","1832.82","Bekzod Umarov","SPRING10"
"ORD00442","2024-07-30","2024-08-01","West","Bukhara","Furniture","Chairs","Corporate","Shipped","Card","16","$1,896.25","0.16","384.56","Malika Rakhimova","LOYAL20"
"ORD00443","2024-12-17","2024-12-19","Central","Andijan","Office Supplies","Laptops","Small Business","Delivered","Transfer","24","6,590.88","0.08","1440.41","Anvar Karimov",
"ORD00444","2023-07-25","2023-08-02","Central","Bukhara","Electronics","Jackets","Small Business","Returned","Cash","8","129.60","0.02","23.13","Bekzod Umarov",
"ORD00445","2024-01-13","2024-01-20","South","Fergana","Office Supplies","Snacks","Small Business","Processing","Card","21","8,328.48","0.03","725.61","Dilshod Aliyev","FLASH15"
"ORD00446","2024-01-16","2024-01-24","North","Tashkent","Electronics","Storage","Consumer","Returned","Online Wallet","9","2,962.23","0.22","535.43","Nilufar Ismailova",
"ORD00447","2024-08-18","2024-08-22","South","Nukus","Clothing","Jackets","Consumer","Delivered","Online Wallet","16","6,864.02","0.09","599.27","Aziza Sobirova","SPRING10"
